respondentID;seen;fan;gender;age_group;income;loc;yoda;princess_leia_organa
3288604946;да;нет;Ж;45-60;;Тихоокеанский;нравится;отношусь нейтрально
3288602883;да;да;Ж;> 60;25.000 - 49.999;Юго-Западный центральный;очень нравится;очень нравится
3288601847;да;да;М;45-60;50.000 - 99.999;Юго-Западный центральный;очень нравится;нравится
3288601827;нет;;Ж;> 60;25.000 - 49.999;Южно-Атлантический;;
3288599799;да;да;М;> 60;25.000 - 49.999;Тихоокеанский;очень нравится;нравится
3288599067;да;да;Ж;> 60;50.000 - 99.999;Горный;очень нравится;очень нравится
3288593331;нет;;М;45-60;;Южно-Атлантический;;
3288590836;нет;;;;;;;
3288588424;нет;;Ж;18-29;0 - 24.999;Южно-Атлантический;;
3288587373;да;да;;;;;очень нравится;очень нравится
3288586178;да;нет;Ж;45-60;50.000 - 99.999;Юго-Восточный центральный;очень нравится;очень нравится
3288585053;да;да;Ж;18-29;50.000 - 99.999;Горный;очень нравится;очень нравится
3288584578;да;да;М;30-44;50.000 - 99.999;Горный;нравится;нравится
3288583884;да;нет;М;> 60;0 - 24.999;;очень нравится;очень нравится
3288583591;да;;;;;;;
3288581774;да;;;;;;;
3288580684;нет;;;;;;;
3288580145;нет;;Ж;45-60;100.000 - 149.999;Северо-Западный центральный;;
3288579719;нет;;;;;;;
3288579445;нет;;М;45-60;150.000+;Юго-Западный центральный;;
3288578983;да;нет;Ж;45-60;;Новая Англия;;
3288578072;да;да;Ж;45-60;150.000+;Юго-Западный центральный;очень нравится;очень нравится
3288576462;да;да;Ж;45-60;25.000 - 49.999;Юго-Западный центральный;очень нравится;нравится
3288574703;да;да;М;30-44;50.000 - 99.999;Северо-Восточный центральный;нравится;очень нравится
3288571196;да;нет;Ж;30-44;0 - 24.999;Северо-Восточный центральный;очень нравится;очень нравится
3288568534;да;нет;М;30-44;50.000 - 99.999;Южно-Атлантический;отношусь нейтрально;очень нравится
3288567242;да;нет;Ж;18-29;100.000 - 149.999;Юго-Восточный центральный;очень нравится;очень нравится
3288567154;да;да;М;> 60;50.000 - 99.999;Средне-Атлантический;очень нравится;очень нравится
3288563970;нет;;Ж;45-60;50.000 - 99.999;Южно-Атлантический;;
3288563342;нет;;Ж;30-44;100.000 - 149.999;Новая Англия;;
3288563065;да;нет;М;45-60;0 - 24.999;;очень нравится;отношусь нейтрально
3288559700;да;;;;;;;
3288559015;да;нет;Ж;45-60;50.000 - 99.999;Южно-Атлантический;нравится;очень нравится
3288558131;да;нет;М;> 60;50.000 - 99.999;Тихоокеанский;нравится;нравится
3288557322;нет;;Ж;45-60;;Юго-Восточный центральный;;
3288553903;да;да;М;30-44;25.000 - 49.999;Средне-Атлантический;очень нравится;очень нравится
3288553457;да;;;;;;;
3288552984;да;да;Ж;> 60;25.000 - 49.999;Южно-Атлантический;очень нравится;очень нравится
3288551156;да;;;;;;;
3288549677;нет;;Ж;30-44;0 - 24.999;Северо-Восточный центральный;;
3288547379;да;да;М;> 60;25.000 - 49.999;Юго-Западный центральный;отношусь нейтрально;очень нравится
3288545527;да;нет;Ж;> 60;50.000 - 99.999;Северо-Восточный центральный;очень нравится;очень нравится
3288544295;да;нет;Ж;45-60;50.000 - 99.999;Средне-Атлантический;очень нравится;очень нравится
3288539645;нет;;М;> 60;150.000+;Новая Англия;;
3288538248;да;да;М;18-29;0 - 24.999;Горный;очень нравится;очень нравится
3288536532;да;да;Ж;45-60;150.000+;Южно-Атлантический;нравится;нравится
3288534023;да;нет;Ж;30-44;25.000 - 49.999;Южно-Атлантический;нравится;нравится
3288532773;нет;;Ж;45-60;50.000 - 99.999;Юго-Западный центральный;;
3288532255;нет;;М;45-60;50.000 - 99.999;Тихоокеанский;;
3288526244;нет;;Ж;18-29;;Южно-Атлантический;;
3288524042;да;да;М;> 60;25.000 - 49.999;Тихоокеанский;нравится;нравится
3288523874;да;да;М;18-29;100.000 - 149.999;Тихоокеанский;очень нравится;очень нравится
3288522525;да;да;Ж;45-60;150.000+;Средне-Атлантический;очень нравится;очень нравится
3288522488;да;да;Ж;18-29;50.000 - 99.999;Южно-Атлантический;очень нравится;очень нравится
3288521325;да;да;М;30-44;150.000+;Новая Англия;нравится;очень нравится
3288519037;да;нет;Ж;> 60;150.000+;Южно-Атлантический;нравится;не нравится
3288516295;да;нет;Ж;> 60;100.000 - 149.999;Северо-Восточный центральный;нравится;нравится
3288515773;да;да;Ж;45-60;150.000+;Северо-Восточный центральный;очень нравится;очень нравится
3288514217;да;нет;Ж;18-29;50.000 - 99.999;Юго-Восточный центральный;отношусь нейтрально;отношусь нейтрально
3288513045;нет;;;;;;;
3288512822;да;да;Ж;45-60;;Средне-Атлантический;очень нравится;нравится
3288512665;да;да;Ж;18-29;;Северо-Восточный центральный;очень нравится;очень нравится
3288512020;да;;;;;;;
3288511686;нет;;Ж;30-44;100.000 - 149.999;Северо-Восточный центральный;;
3288511180;да;нет;Ж;45-60;100.000 - 149.999;Средне-Атлантический;нравится;нравится
3288509415;да;да;Ж;45-60;;Средне-Атлантический;очень нравится;очень нравится
3288506275;да;да;М;45-60;150.000+;Средне-Атлантический;очень нравится;очень нравится
3288505925;да;да;Ж;18-29;50.000 - 99.999;Северо-Западный центральный;очень нравится;нравится
3288505737;да;да;М;18-29;50.000 - 99.999;Тихоокеанский;нравится;нравится
3288505216;нет;;Ж;> 60;;Южно-Атлантический;;
3288505151;нет;;Ж;45-60;50.000 - 99.999;Тихоокеанский;;
3288504398;да;нет;М;45-60;50.000 - 99.999;Тихоокеанский;не знаю такого персонажа;не знаю такого персонажа
3288502884;да;нет;Ж;18-29;25.000 - 49.999;Новая Англия;отношусь нейтрально;отношусь нейтрально
3288501301;да;да;Ж;18-29;0 - 24.999;Тихоокеанский;нравится;отношусь нейтрально
3288499757;нет;;Ж;> 60;25.000 - 49.999;Южно-Атлантический;;
3288498715;да;да;Ж;30-44;;Южно-Атлантический;очень нравится;нравится
3288497532;нет;;Ж;30-44;50.000 - 99.999;Южно-Атлантический;;
3288497228;да;да;М;45-60;100.000 - 149.999;Северо-Западный центральный;очень нравится;очень нравится
3288497010;нет;;Ж;45-60;150.000+;Новая Англия;;
3288493077;да;нет;Ж;45-60;;Тихоокеанский;очень нравится;очень нравится
3288492006;да;нет;Ж;18-29;25.000 - 49.999;Северо-Восточный центральный;нравится;очень нравится
3288484535;да;да;М;45-60;100.000 - 149.999;Юго-Западный центральный;очень нравится;очень нравится
3288482717;да;да;Ж;18-29;50.000 - 99.999;Средне-Атлантический;очень нравится;очень нравится
3288482581;да;да;М;30-44;50.000 - 99.999;Юго-Восточный центральный;очень нравится;очень нравится
3288482369;да;нет;Ж;18-29;25.000 - 49.999;Горный;отношусь нейтрально;отношусь нейтрально
3288479368;да;да;Ж;45-60;;Южно-Атлантический;очень нравится;очень нравится
3288479074;нет;;Ж;> 60;0 - 24.999;Южно-Атлантический;;
3288477753;да;нет;М;45-60;100.000 - 149.999;Юго-Западный центральный;отношусь нейтрально;очень нравится
3288476971;да;да;Ж;30-44;50.000 - 99.999;Северо-Западный центральный;очень нравится;очень нравится
3288472373;нет;;М;> 60;0 - 24.999;Тихоокеанский;;
3288471192;нет;;М;45-60;;Новая Англия;;
3288469670;нет;;Ж;18-29;;Средне-Атлантический;;
3288469047;да;нет;М;> 60;50.000 - 99.999;Северо-Западный центральный;очень нравится;очень нравится
3288460192;да;;;;;;;
3288459190;да;нет;Ж;18-29;;Юго-Западный центральный;отношусь нейтрально;не нравится
3288458873;да;;;;;;;
3288456946;да;да;Ж;45-60;;Средне-Атлантический;очень нравится;нравится
3288455900;да;;;;;;;
3288453555;да;нет;М;> 60;50.000 - 99.999;Средне-Атлантический;очень нравится;очень не нравится
3288446700;да;нет;М;45-60;150.000+;Новая Англия;очень нравится;очень нравится
3288446529;да;да;М;> 60;50.000 - 99.999;Северо-Западный центральный;очень нравится;очень нравится
3288445926;да;нет;Ж;45-60;50.000 - 99.999;Юго-Западный центральный;очень нравится;очень нравится
3288444784;да;да;М;> 60;;Тихоокеанский;очень нравится;очень нравится
3288442728;да;да;Ж;30-44;50.000 - 99.999;Северо-Восточный центральный;очень нравится;нравится
3288436226;нет;;Ж;> 60;;Средне-Атлантический;;
3288432395;нет;;Ж;45-60;50.000 - 99.999;Юго-Западный центральный;;
3288429451;да;да;Ж;18-29;0 - 24.999;Северо-Восточный центральный;очень нравится;очень нравится
3288429390;нет;;М;30-44;50.000 - 99.999;Юго-Западный центральный;;
3288429092;да;да;Ж;> 60;50.000 - 99.999;Тихоокеанский;очень нравится;очень нравится
3288428243;да;да;Ж;45-60;100.000 - 149.999;Южно-Атлантический;очень нравится;очень нравится
3288425859;да;нет;Ж;30-44;50.000 - 99.999;Средне-Атлантический;очень нравится;очень нравится
3288423088;нет;;М;45-60;100.000 - 149.999;Средне-Атлантический;;
3288423045;да;нет;Ж;45-60;0 - 24.999;Тихоокеанский;очень нравится;очень нравится
3288421819;нет;;Ж;> 60;0 - 24.999;Юго-Западный центральный;;
3288420798;да;нет;Ж;18-29;25.000 - 49.999;Тихоокеанский;очень нравится;нравится
3288417782;да;нет;;;;;отношусь нейтрально;нравится
3288417641;да;да;Ж;18-29;25.000 - 49.999;Южно-Атлантический;очень нравится;нравится
3288416959;да;нет;Ж;> 60;;Новая Англия;очень нравится;очень нравится
3288415166;да;нет;М;45-60;100.000 - 149.999;Средне-Атлантический;отношусь нейтрально;нравится
3288414025;да;да;Ж;30-44;50.000 - 99.999;Горный;очень нравится;очень нравится
3288413441;да;да;Ж;18-29;150.000+;Южно-Атлантический;очень нравится;очень нравится
3288410348;да;нет;Ж;30-44;;Северо-Восточный центральный;очень нравится;очень нравится
3288410073;нет;;Ж;30-44;150.000+;Северо-Восточный центральный;;
3288408698;да;да;М;45-60;25.000 - 49.999;Южно-Атлантический;очень нравится;очень нравится
3288402717;нет;;Ж;45-60;;Северо-Восточный центральный;;
3288402643;да;да;Ж;> 60;25.000 - 49.999;Горный;не нравится;очень нравится
3288402592;да;да;Ж;> 60;;Тихоокеанский;нравится;очень нравится
3288402511;да;да;Ж;30-44;;Средне-Атлантический;очень нравится;очень нравится
3288401681;да;нет;Ж;> 60;;Северо-Западный центральный;очень нравится;очень нравится
3288401136;да;да;Ж;45-60;50.000 - 99.999;Юго-Западный центральный;нравится;нравится
3288398062;да;нет;Ж;45-60;0 - 24.999;Средне-Атлантический;отношусь нейтрально;отношусь нейтрально
3288396374;да;нет;М;> 60;50.000 - 99.999;Тихоокеанский;очень нравится;очень нравится
3288395255;нет;;Ж;18-29;;Северо-Западный центральный;;
3288391812;да;да;Ж;45-60;0 - 24.999;Северо-Западный центральный;очень нравится;очень нравится
3288389603;да;да;Ж;45-60;0 - 24.999;Тихоокеанский;очень нравится;очень нравится
3288388730;да;да;Ж;18-29;0 - 24.999;Северо-Восточный центральный;очень нравится;нравится
3288378779;да;да;Ж;30-44;50.000 - 99.999;Горный;очень нравится;очень нравится
3288375286;нет;;Ж;30-44;50.000 - 99.999;Средне-Атлантический;;
3288373068;да;да;Ж;45-60;100.000 - 149.999;Северо-Восточный центральный;очень нравится;очень нравится
3288372923;да;нет;Ж;> 60;50.000 - 99.999;Тихоокеанский;очень не нравится;очень нравится
